,,Update met_cortoplazo_producto,,,,,,,,,,,
,, set cve_producto= ,, where id_producto =,,,,,,,,,"select
`proy`.`id_catalogo_unidad` AS `id_unidad_admiva`,
`proy`.`id_proyecto` AS `id_proyecto`,
`proy`.`cve_proyecto` AS `cve_proyecto`,
`proy`.`cx_nombre_proyecto` AS `cx_nombre_proyecto`,
`act`.`id_actividad` AS `id_actividad`,
`prod`.`cve_producto` AS `cve_producto`,
`prod`.`id_producto` AS `id_producto`
from ((`met_cortoplazo_proyecto` `proy` join `met_cortoplazo_actividad` `act` on((`proy`.`id_proyecto` = `act`.`id_proyecto`))) 
join `met_cortoplazo_producto` `prod` on((`act`.`id_actividad` = `prod`.`id_actividad`))) 
where ((`proy`.`id_catalogo_unidad` is not null) and (`proy`.`cs_estatus` <> 'B') and (`act`.`cs_estatus` <> 'B') and (`prod`.`cs_estatus` <> 'B'))
order by 1,2,3,4;"
Etiquetas de fila,,,,,,,,,,,,,
788,,,,,,,,,,,,,
900,,,,,,,,,,,,,
789,,,,,,,,,,,,,
905,,,,,,,,,,,,,
792,,,,,,,,,,,,,
793,,,,,,,,,,,,,
797,,,,,,,,,,,,,
906,,,,,,,,,,,,,
794,,,,,,,,,,,,,
907,,,,,,,,,,,,,
795,,,,,,,,,,,,,
908,,,,,,,,,,,,,
796,,,,,,,,,,,,,
913,,,,,,,,,,,,,
798,,,,,,,,,,,,,
914,,,,,,,,,,,,,
799,,,,,,,,,,,,,
915,,,,,,,,,,,,,
800,,,,,,,,,,,,,
916,,,,,,,,,,,,,
801,,,,,,,,,,,,,
802,,,,,,,,,,,,,
920,,,,,,,,,,,,,
804,,,,,,,,,,,,,
921,,,,,,,,,,,,,
805,,,,,,,,,,,,,
922,,,,,,,,,,,,,
806,,,,,,,,,,,,,
807,,,,,,,,,,,,,
821,,,,,,,,,,,,,
822,,,,,,,,,,,,,
923,,,,,,,,,,,,,
808,,,,,,,,,,,,,
924,,,,,,,,,,,,,
827,,,,,,,,,,,,,
828,,,,,,,,,,,,,
831,,,,,,,,,,,,,
833,,,,,,,,,,,,,
925,,,,,,,,,,,,,
824,,,,,,,,,,,,,
926,,,,,,,,,,,,,
825,,,,,,,,,,,,,
826,,,,,,,,,,,,,
946,,,,,,,,,,,,,
830,,,,,,,,,,,,,
954,,,,,,,,,,,,,
834,,,,,,,,,,,,,
963,,,,,,,,,,,,,
836,,,,,,,,,,,,,
964,,,,,,,,,,,,,
835,,,,,,,,,,,,,
Total general,,,,,,,,,,,,,
